Max_achat;Date;CODE;  desc;Nom du demandeur;Resposable;Type;Description;fournisseur;Quantité; P.U ;Montant;service;Agence;observation;FA N°;Colonne1
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
;;;#N/A;;;#N/A; ;;;; -   ;;;;;
